"id","timestamp","type","message"
"189","2017-08-01T22:40:21.000Z","SubmitExperimentToRun","Submitting the experiment to Jersey backend"
"190","2017-08-01T22:42:27.000Z","QueryData","delete from connected_services"
"191","2017-08-01T22:42:27.000Z","ResponseReceived","Query successful: connected_services table cleared."
"192","2017-08-01T22:42:27.000Z","QueryData","select tasks.id, datasets.name as dataset_name, algorithms.name as algorithm_name, tasks.name, tasks.description, tasks.type from tasks join algorithms on tasks.algorithm_id = algorithms.id join datasets on tasks.dataset_id = datasets.id"
"193","2017-08-01T22:42:27.000Z","QueryData","select type from task_types"
"194","2017-08-01T22:42:27.000Z","QueryData","select id, name from datasets"
"195","2017-08-01T22:42:27.000Z","ResponseReceived","Received the tasks list"
"196","2017-08-01T22:42:27.000Z","ResponseReceived","Received the supprted tasks types"
"197","2017-08-01T22:42:27.000Z","ResponseReceived","Received the datasets names"
"198","2017-08-01T22:42:27.000Z","QueryData","select id, name from algorithms"
"199","2017-08-01T22:42:27.000Z","QueryData","select id,name from models"
"200","2017-08-01T22:42:27.000Z","ResponseReceived","Received the algorithms names"
"201","2017-08-01T22:42:27.000Z","ResponseReceived","Received the models names"
"202","2017-08-01T22:42:29.000Z","QueryData","select * from experiments"
"203","2017-08-01T22:42:29.000Z","ResponseReceived","Received the experiments list"
"204","2017-08-01T22:42:29.000Z","QueryData","select id, name from tasks"
"205","2017-08-01T22:42:29.000Z","ResponseReceived","Received the tasks names"
"206","2017-08-01T22:42:31.000Z","QueryData","select * from experiments"
"207","2017-08-01T22:42:31.000Z","ResponseReceived","Received the experiments list"
"208","2017-08-01T22:42:33.000Z","QueryData","select * from experiments"
"209","2017-08-01T22:42:33.000Z","ResponseReceived","Received the experiments list"
"210","2017-08-01T22:42:35.000Z","QueryData","select * from experiments"
"211","2017-08-01T22:42:35.000Z","ResponseReceived","Received the experiments list"
"212","2017-08-01T22:42:35.000Z","QueryData","insert into experiments SET ?"
"213","2017-08-01T22:42:35.000Z","ResponseReceived","Created a new experiment"
"214","2017-08-01T22:42:35.000Z","SubmitExperimentToRun","Submitting the experiment to Jersey backend"
"215","2017-08-01T22:42:35.000Z","QueryData","select * from experiments"
"216","2017-08-01T22:42:35.000Z","ResponseReceived","Received the experiments list"
"217","2017-08-01T22:42:35.000Z","QueryData","select id, name from tasks"
"218","2017-08-01T22:42:35.000Z","ResponseReceived","Received the tasks names"
"219","2017-08-01T22:42:37.000Z","QueryData","select * from experiments"
"220","2017-08-01T22:42:37.000Z","ResponseReceived","Received the experiments list"
"221","2017-08-01T22:42:38.000Z","QueryData","select tasks.id, datasets.name as dataset_name, algorithms.name as algorithm_name, tasks.name, tasks.description, tasks.type from tasks join algorithms on tasks.algorithm_id = algorithms.id join datasets on tasks.dataset_id = datasets.id"
"222","2017-08-01T22:42:38.000Z","QueryData","select type from task_types"
"223","2017-08-01T22:42:38.000Z","QueryData","select id, name from datasets"
"224","2017-08-01T22:42:38.000Z","ResponseReceived","Received the tasks list"
"225","2017-08-01T22:42:38.000Z","ResponseReceived","Received the supprted tasks types"
"226","2017-08-01T22:42:38.000Z","QueryData","select id, name from algorithms"
"227","2017-08-01T22:42:38.000Z","ResponseReceived","Received the datasets names"
"228","2017-08-01T22:42:38.000Z","QueryData","select id,name from models"
"229","2017-08-01T22:42:38.000Z","ResponseReceived","Received the algorithms names"
"230","2017-08-01T22:42:38.000Z","ResponseReceived","Received the models names"
"231","2017-08-01T22:42:38.000Z","QueryData","select * from experiments"
"232","2017-08-01T22:42:38.000Z","QueryData","select id, name from tasks"
"233","2017-08-01T22:42:38.000Z","ResponseReceived","Received the experiments list"
"234","2017-08-01T22:42:38.000Z","ResponseReceived","Received the tasks names"
"235","2017-08-01T22:42:39.000Z","QueryData","select tasks.id, datasets.name as dataset_name, algorithms.name as algorithm_name, tasks.name, tasks.description, tasks.type from tasks join algorithms on tasks.algorithm_id = algorithms.id join datasets on tasks.dataset_id = datasets.id"
"236","2017-08-01T22:42:39.000Z","QueryData","select type from task_types"
"237","2017-08-01T22:42:39.000Z","ResponseReceived","Received the tasks list"
"238","2017-08-01T22:42:39.000Z","QueryData","select id, name from datasets"
"239","2017-08-01T22:42:39.000Z","QueryData","select id, name from algorithms"
"240","2017-08-01T22:42:39.000Z","ResponseReceived","Received the supprted tasks types"
"241","2017-08-01T22:42:39.000Z","QueryData","select id,name from models"
"242","2017-08-01T22:42:39.000Z","ResponseReceived","Received the datasets names"
"243","2017-08-01T22:42:39.000Z","ResponseReceived","Received the models names"
"244","2017-08-01T22:42:39.000Z","ResponseReceived","Received the algorithms names"
"245","2017-08-01T22:42:40.000Z","QueryData","select * from experiments"
"246","2017-08-01T22:42:40.000Z","ResponseReceived","Received the experiments list"
"247","2017-08-01T22:42:40.000Z","QueryData","select id, name from tasks"
"248","2017-08-01T22:42:40.000Z","ResponseReceived","Received the tasks names"
"249","2017-08-01T22:42:41.000Z","QueryData","select tasks.id, datasets.name as dataset_name, algorithms.name as algorithm_name, tasks.name, tasks.description, tasks.type from tasks join algorithms on tasks.algorithm_id = algorithms.id join datasets on tasks.dataset_id = datasets.id"
"250","2017-08-01T22:42:41.000Z","QueryData","select type from task_types"
"251","2017-08-01T22:42:41.000Z","QueryData","select id, name from datasets"
"252","2017-08-01T22:42:41.000Z","ResponseReceived","Received the tasks list"
"253","2017-08-01T22:42:41.000Z","ResponseReceived","Received the supprted tasks types"
"254","2017-08-01T22:42:41.000Z","QueryData","select id, name from algorithms"
"255","2017-08-01T22:42:41.000Z","QueryData","select id,name from models"
"256","2017-08-01T22:42:41.000Z","ResponseReceived","Received the datasets names"
"257","2017-08-01T22:42:41.000Z","ResponseReceived","Received the algorithms names"
"258","2017-08-01T22:42:41.000Z","ResponseReceived","Received the models names"
"259","2017-08-01T22:42:52.000Z","QueryData","select * from experiments"
"260","2017-08-01T22:42:52.000Z","QueryData","select id, name from tasks"
"261","2017-08-01T22:42:52.000Z","ResponseReceived","Received the experiments list"
"262","2017-08-01T22:42:52.000Z","ResponseReceived","Received the tasks names"
"263","2017-08-01T22:42:54.000Z","QueryData","select * from experiments"
"264","2017-08-01T22:42:54.000Z","ResponseReceived","Received the experiments list"
"265","2017-08-01T22:42:56.000Z","QueryData","select * from experiments"
"266","2017-08-01T22:42:56.000Z","ResponseReceived","Received the experiments list"
"267","2017-08-01T22:42:58.000Z","QueryData","select * from experiments"
"268","2017-08-01T22:42:58.000Z","ResponseReceived","Received the experiments list"
"269","2017-08-01T22:43:00.000Z","QueryData","select * from experiments"
"270","2017-08-01T22:43:00.000Z","ResponseReceived","Received the experiments list"
"271","2017-08-01T22:43:02.000Z","QueryData","select * from experiments"
"272","2017-08-01T22:43:02.000Z","ResponseReceived","Received the experiments list"
"273","2017-08-01T22:43:03.000Z","QueryData","select tasks.id, datasets.name as dataset_name, algorithms.name as algorithm_name, tasks.name, tasks.description, tasks.type from tasks join algorithms on tasks.algorithm_id = algorithms.id join datasets on tasks.dataset_id = datasets.id"
"274","2017-08-01T22:43:03.000Z","QueryData","select type from task_types"
"275","2017-08-01T22:43:03.000Z","ResponseReceived","Received the tasks list"
"276","2017-08-01T22:43:03.000Z","ResponseReceived","Received the supprted tasks types"
"277","2017-08-01T22:43:03.000Z","QueryData","select id, name from datasets"
"278","2017-08-01T22:43:03.000Z","QueryData","select id, name from algorithms"
"279","2017-08-01T22:43:03.000Z","ResponseReceived","Received the datasets names"
"280","2017-08-01T22:43:03.000Z","ResponseReceived","Received the algorithms names"
"281","2017-08-01T22:43:03.000Z","QueryData","select id,name from models"
"282","2017-08-01T22:43:03.000Z","ResponseReceived","Received the models names"
"283","2017-08-01T22:43:12.000Z","QueryData","insert into experiments SET ?"
"284","2017-08-01T22:43:12.000Z","ResponseReceived","Created a new experiment"
"285","2017-08-01T22:43:12.000Z","SubmitExperimentToRun","Submitting the experiment to Jersey backend"
"286","2017-08-01T22:43:15.000Z","QueryData","insert into experiments SET ?"
"287","2017-08-01T22:43:15.000Z","ResponseReceived","Created a new experiment"
"288","2017-08-01T22:43:15.000Z","SubmitExperimentToRun","Submitting the experiment to Jersey backend"
"289","2017-08-01T22:43:17.000Z","QueryData","select * from experiments"
"290","2017-08-01T22:43:17.000Z","QueryData","select id, name from tasks"
"291","2017-08-01T22:43:17.000Z","ResponseReceived","Received the experiments list"
"292","2017-08-01T22:43:17.000Z","ResponseReceived","Received the tasks names"
"293","2017-08-01T22:43:19.000Z","QueryData","select * from experiments"
"294","2017-08-01T22:43:19.000Z","ResponseReceived","Received the experiments list"
"295","2017-08-01T22:43:21.000Z","QueryData","select * from experiments"
"296","2017-08-01T22:43:21.000Z","ResponseReceived","Received the experiments list"
"297","2017-08-01T22:43:23.000Z","QueryData","select * from experiments"
"298","2017-08-01T22:43:23.000Z","ResponseReceived","Received the experiments list"
"299","2017-08-01T22:43:24.000Z","QueryData","select * from datasets"
"300","2017-08-01T22:43:24.000Z","QueryData","select format from formats"
"301","2017-08-01T22:43:24.000Z","QueryData","select id, name from algorithms"
"302","2017-08-01T22:43:24.000Z","QueryData","select type from task_types"
"303","2017-08-01T22:43:24.000Z","ResponseReceived","Received the datasets list"
"304","2017-08-01T22:43:24.000Z","ResponseReceived","Received the supprted tasks types"
"305","2017-08-01T22:43:24.000Z","ResponseReceived","Received the supported formats list"
"306","2017-08-01T22:43:24.000Z","ResponseReceived","Received the algorithms names"
"307","2017-08-01T22:43:24.000Z","QueryData","select id,name from models"
"308","2017-08-01T22:43:24.000Z","ResponseReceived","Received the models names"
"309","2017-08-01T22:43:25.000Z","QueryData","select * from algorithms"
"310","2017-08-01T22:43:25.000Z","QueryData","select language from algorithm_languages"
"311","2017-08-01T22:43:25.000Z","QueryData","select id, name from datasets"
"312","2017-08-01T22:43:25.000Z","ResponseReceived","Received the algorithms list"
"313","2017-08-01T22:43:25.000Z","ResponseReceived","Received the supported languages"
"314","2017-08-01T22:43:25.000Z","ResponseReceived","Received the datasets names"
"315","2017-08-01T22:43:26.000Z","QueryData","SELECT models.id as id, models.name as name, models.description as description, models.path as path, experiments.experiment_name as experiment_name FROM models join experiments on models.experiment_id = experiments.id"
"316","2017-08-01T22:43:26.000Z","QueryData","select id, name from datasets"
"317","2017-08-01T22:43:26.000Z","ResponseReceived","Received the models list"
"318","2017-08-01T22:43:26.000Z","ResponseReceived","Received the datasets names"
"319","2017-08-01T22:43:29.000Z","QueryData","select * from experiments"
"320","2017-08-01T22:43:29.000Z","QueryData","select id, name from tasks"
"321","2017-08-01T22:43:29.000Z","ResponseReceived","Received the experiments list"
"322","2017-08-01T22:43:29.000Z","ResponseReceived","Received the tasks names"
"323","2017-08-01T22:43:31.000Z","QueryData","select * from experiments"
"324","2017-08-01T22:43:31.000Z","ResponseReceived","Received the experiments list"
"325","2017-08-01T22:43:33.000Z","QueryData","select * from experiments"
"326","2017-08-01T22:43:33.000Z","ResponseReceived","Received the experiments list"
"327","2017-08-01T22:43:35.000Z","QueryData","select * from experiments"
"328","2017-08-01T22:43:35.000Z","ResponseReceived","Received the experiments list"
"329","2017-08-01T22:43:37.000Z","QueryData","select * from experiments"
"330","2017-08-01T22:43:37.000Z","ResponseReceived","Received the experiments list"
"331","2017-08-01T22:43:39.000Z","QueryData","select * from experiments"
"332","2017-08-01T22:43:39.000Z","ResponseReceived","Received the experiments list"
"333","2017-08-01T22:43:41.000Z","QueryData","select * from experiments"
"334","2017-08-01T22:43:41.000Z","ResponseReceived","Received the experiments list"
"335","2017-08-01T22:43:43.000Z","QueryData","select * from experiments"
"336","2017-08-01T22:43:43.000Z","ResponseReceived","Received the experiments list"
"337","2017-08-01T22:43:45.000Z","QueryData","select * from experiments"
"338","2017-08-01T22:43:45.000Z","ResponseReceived","Received the experiments list"
"339","2017-08-01T22:43:47.000Z","QueryData","select tasks.id, datasets.name as dataset_name, algorithms.name as algorithm_name, tasks.name, tasks.description, tasks.type from tasks join algorithms on tasks.algorithm_id = algorithms.id join datasets on tasks.dataset_id = datasets.id"
"340","2017-08-01T22:43:47.000Z","QueryData","select type from task_types"
"341","2017-08-01T22:43:47.000Z","QueryData","select id, name from datasets"
"342","2017-08-01T22:43:47.000Z","ResponseReceived","Received the tasks list"
"343","2017-08-01T22:43:47.000Z","ResponseReceived","Received the supprted tasks types"
"344","2017-08-01T22:43:47.000Z","ResponseReceived","Received the datasets names"
"345","2017-08-01T22:43:47.000Z","QueryData","select id, name from algorithms"
"346","2017-08-01T22:43:47.000Z","ResponseReceived","Received the algorithms names"
"347","2017-08-01T22:43:47.000Z","QueryData","select id,name from models"
"348","2017-08-01T22:43:47.000Z","ResponseReceived","Received the models names"
"349","2017-08-01T22:43:49.000Z","QueryData","select * from experiments"
"350","2017-08-01T22:43:49.000Z","ResponseReceived","Received the experiments list"
"351","2017-08-01T22:43:49.000Z","QueryData","select id, name from tasks"
